Product Name,Product URL,Image URL,Old Price,Deal Price,Rating,Number of Ratings,Delivery Date
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)",https://www.amazon.in/Sony-WI-C200-Wireless-Neck-Band-Headphones/dp/B07S13PJ3W/ref=sr_1_38?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-38,https://m.media-amazon.com/images/I/61ECm9HL6FL._AC_UL320_.jpg,"₹2,990","₹1,799",3.9,"20,815",30/04/2021
WeCool Moonwalk M2 in Ear True Wireless Earbuds with Smart Touch Control and High Bass HD Sound Quality IPX5 TWS Bluetooth Earphones with Digital Display (Black),https://www.amazon.in/Moonwalk-M2-Wireless-Bluetooth-Earphones/dp/B08K2XYM29/ref=sr_1_39?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-39,https://m.media-amazon.com/images/I/61qLfmKgB-L._AC_UL320_.jpg,"₹2,999","₹1,099",3.4,"4,879",01/05/2021
Marshall Minor II Bluetooth in-Ear Headphone (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A0707777P1F7WSJYM5F6&url=%2FMarshall-Minor-Bluetooth-Headphone-White%2Fdp%2FB07J2Q4ZJ7%2Fref%3Dsr_1_40_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-40-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/41cA7VQpv-L._AC_UL320_.jpg,"₹10,999","₹8,999",3.6,"1,499",
AIWA AT-X80E(White) True Wireless Stereo Earphone with Mic,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A077155826UD5BBR31SUV&url=%2FAT-X80E-White-Wireless-Stereo-Earphone%2Fdp%2FB0912394X7%2Fref%3Dsr_1_41_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-41-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/61v8FG83l2L._AC_UL320_.jpg,"₹3,350","₹1,999",1.0,2,30/04/2021
Marshall 4090939 Mode in-Ear Headphones (Black/White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A08570852HWXGBA98QLTO&url=%2FMarshall-4090939-Headphones-Black-White%2Fdp%2FB00OHVZTTK%2Fref%3Dsr_1_42_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-42-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/61051v0pd5L._AC_UL320_.jpg,"₹4,499","₹2,774",4.0,881,30/04/2021
"boAt Rockerz 245v2 Wireless Bluetooth V5.0, HD Immersive Audio, IPX5 Sweat and Water Resistance, in-Built mic and Voice Assistant (Active Black)",https://www.amazon.in/Rockerz-Bluetooth-Immersive-Resistance-Assistant/dp/B07TXVLB1G/ref=sr_1_43?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-43,https://m.media-amazon.com/images/I/619aZ-W0MaL._AC_UL320_.jpg,"₹2,490",₹999,4.0,"3,127",30/04/2021
JBL C50HI in-Ear Headphones with Mic (Blue),https://www.amazon.in/JBL-C50HI-Ear-Headphones-Blue/dp/B07JQKR35P/ref=sr_1_44?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-44,https://m.media-amazon.com/images/I/617bCX7Y-aL._AC_UL320_.jpg,₹999,₹499,3.8,"42,958",30/04/2021
boAt Bassheads 242 in Ear Wired Earphones with Mic(Neon Green),https://www.amazon.in/Bassheads-242-Wired-Earphones-Green/dp/B08GG6GQ5B/ref=sr_1_45?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-45,https://m.media-amazon.com/images/I/614P+3LGo+L._AC_UL320_.jpg,"₹1,490",₹499,4.1,"33,226",01/05/2021
"boAt Airdopes 121v2 TWS Earbuds with Bluetooth V5.0, Immersive Audio, Up to 14H Total Playback, Instant Voice Assistant, Easy Access Controls with Mic and Dual Tone Ergonomic Design(Cherry Blossom)",https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQM8SMH/ref=sr_1_46?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-46,https://m.media-amazon.com/images/I/71YFr6cN-GL._AC_UL320_.jpg,"₹2,990","₹1,299",3.8,"20,191",03/05/2021
"Philips SHE1505 in-Ear Rich Bass Headphones with 10 mm Drivers, Passive Noise Isolation and Mic (Black)",https://www.amazon.in/Philips-SHE1505BK-94-Upbeat-Earphones/dp/B07MZQ5F8S/ref=sr_1_47?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-47,https://m.media-amazon.com/images/I/518-+0jg8BS._AC_UL320_.jpg,₹399,₹325,3.8,"10,389",30/04/2021
Mi Earphone Basic with Ultra deep bass and mic (Black),https://www.amazon.in/Mi-Earphones-Basic-Mic-Black/dp/B07CD2BN46/ref=sr_1_48?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-48,https://m.media-amazon.com/images/I/71mQ9oKDMLL._AC_UL320_.jpg,₹599,₹399,4.1,"72,305",
"boAt Rockerz 385v2 Wireless Neckband with Up to 40H Nonstop Playback, BT V5.0, Qualcomm CVC & aptX, Type C Interface, Magnetic Earbuds, IPX6 Water Resistance, ASAP Fast Charge(Active Black)",https://www.amazon.in/Rockerz-385v2-Wireless-Interface-Resistance/dp/B08JM7X6RY/ref=sr_1_49?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-49,https://m.media-amazon.com/images/I/61hzOt-mWjL._AC_UL320_.jpg,"₹4,990","₹1,999",4.0,804,30/04/2021
"boAt Airdopes 121v2 TWS Earbuds with Bluetooth V5.0, Immersive Audio, Up to 14H Total Playback, Instant Voice Assistant, Easy Access Controls with Mic and Dual Tone Ergonomic Design(Midnight Blue)",https://www.amazon.in/Airdopes-Bluetooth-Immersive-Assistant-Ergonomic/dp/B0913DRNNC/ref=sr_1_50?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-50,https://m.media-amazon.com/images/I/61yorleTV+L._AC_UL320_.jpg,"₹2,499",₹949,1.6,7,04/05/2021
boAt Bassheads 162 in Ear Wired Earphones with Mic(Active Black),https://www.amazon.in/BassHeads-162-Secure-Braided-Earphones/dp/B07KXR889N/ref=sr_1_51?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-51,https://m.media-amazon.com/images/I/61v6IaSVylL._AC_UL320_.jpg,"₹1,299",₹399,4.1,"13,958",01/05/2021
Boult Audio BassBuds Loop in-Ear Wired Earphones with 12mm Powerful Driver for Extra Bass with Customizable Ear Loop & Mic (Black),https://www.amazon.in/Boult-Audio-Earphones-Cancellation-Customizable/dp/B07MK2GHTT/ref=sr_1_52?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-52,https://m.media-amazon.com/images/I/718oUpT8MUL._AC_UL320_.jpg,"₹1,199",₹349,3.9,"21,686",30/04/2021
"Noise Air Buds Truly Wireless Earbuds with Mic for Crystal Clear Calls, HD Sound, Smart Touch and 20 Hour Playtime - ICY White",https://www.amazon.in/Noise-Wireless-Bluetooth-Earbuds-Playtime/dp/B08H8Q5KLK/ref=sr_1_53?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-53,https://m.media-amazon.com/images/I/51jR6miqHTS._AC_UL320_.jpg,"₹5,999","₹2,498",3.8,"4,745",01/05/2021
boAt Airdopes 281 Bluetooth Truly Wireless Earbuds with Mic(Active Black),https://www.amazon.in/Airdopes-281-Bluetooth-Wireless-Earbuds/dp/B088FKY6KH/ref=sr_1_54?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737907&rnid=1388921031&s=electronics&sr=1-54,https://m.media-amazon.com/images/I/61U4ZnmUl2L._AC_UL320_.jpg,"₹4,999","₹1,799",3.9,"7,007",30/04/2021
AIWA AT-X80E(Black) True Wireless Stereo Earphone with Mic,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A077140219HUQGB6FJ8F4&url=%2FAT-X80E-Black-Wireless-Stereo-Earphone%2Fdp%2FB0912VRC4K%2Fref%3Dsr_1_55_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-55-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_btf_browse,https://m.media-amazon.com/images/I/61jlHhBxqJL._AC_UL320_.jpg,"₹3,350","₹1,999",,"7,007",30/04/2021
OnePlus Buds (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A077376713OCGD7N41QO6&url=%2FOnePlus-E501A-Buds-White%2Fdp%2FB08CVMXPGY%2Fref%3Dsr_1_56_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-56-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_btf_browse,https://m.media-amazon.com/images/I/61IgqbMF98L._AC_UL320_.jpg,,"₹4,990",3.9,"11,915",30/04/2021
OnePlus Buds Z (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics_sr_pg2_1?ie=UTF8&adId=A0647685HHZP9AANBU5Y&url=%2FOnePlus-Buds-Z-White%2Fdp%2FB07XY541GH%2Fref%3Dsr_1_57_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737907%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-57-spons%26psc%3D1&qualifier=1619737907&id=7881893794581349&widgetName=sp_btf_browse,https://m.media-amazon.com/images/I/51vwQzwM+ZL._AC_UL320_.jpg,"₹3,190","₹2,999",4.2,"16,215",30/04/2021
"Lumiford XploriaHD XP70 in-Ear Bluetooth Earphones with Smart Magnetic Control, Extra Bass Drivers, Long Battery Life with Comfortable Ear fit Design.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A08500203VYM0Z0IJ49TR&url=%2FXploriaHD-XP70-Bluetooth-Earphones-Comfortable%2Fdp%2FB08R8JZ68X%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737909%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-50-spons%26psc%3D1&qualifier=1619737909&id=7223611097312781&widgetName=sp_atf_browse,https://m.media-amazon.com/images/I/51yowueMriL._AC_UL320_.jpg,"₹2,599","₹1,599",4.8,20,01/05/2021
"LUMIFORD Ultimate U20 in-Ear Wired Earphones with mic, 10mm Powerful Dynamic Drivers for Effective Bass, HD Sound, Durable Tangle Free Cable (Blue)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A0914691XQGJXJPJM6D&url=%2FLUMIFORD-Ultimate-Earphones-Powerful-Effective%2Fdp%2FB08CY291TL%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737909%26rnid%3D1388921031%26s%3Delectronics%26smid%3DA14CZOWI0VEHLG%26sr%3D1-51-spons%26psc%3D1&qualifier=1619737909&id=7223611097312781&widgetName=sp_atf_browse,https://m.media-amazon.com/images/I/51lDuZNx4fL._AC_UL320_.jpg,₹699,₹299,4.0,787,30/04/2021
boAt Airdopes 281 Bluetooth Truly Wireless Earbuds with Mic(Furious Blue),https://www.amazon.in/Airdopes-281-Bluetooth-Immersive-Resistance/dp/B084DRKGZ3/ref=sr_1_52?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-52,https://m.media-amazon.com/images/I/71xIKNfMeFL._AC_UL320_.jpg,"₹4,999","₹1,699",3.9,"7,007",30/04/2021
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Black)",https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D77XZX5/ref=sr_1_53?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-53,https://m.media-amazon.com/images/I/51K8TkvtjgL._AC_UL320_.jpg,"₹2,499",₹804,4.1,"9,817",30/04/2021
"Infinity Glide 120 by Harman, in Ear Wireless Earphones with Mic, Deep Bass, Dual Equalizer, Premium Metal Earbuds, Flex Neckband, Bluetooth 5.0 with Voice Assistant, IPX5 Sweatproof (Black & Yellow)",https://www.amazon.in/Infinity-Glide-120-Earphones-Sweatproof/dp/B082MDMW3X/ref=sr_1_54?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-54,https://m.media-amazon.com/images/I/619tYz4qWiL._AC_UL320_.jpg,"₹2,999","₹1,399",3.8,"21,448",30/04/2021
"boAt Airdopes 121v2 TWS Earbuds with Bluetooth V5.0, Immersive Audio, Up to 14H Total Playback, Instant Voice Assistant, Easy Access Controls with Mic and Dual Tone Ergonomic Design(Midnight Blue)",https://www.amazon.in/Airdopes-Bluetooth-Immersive-Assistant-Ergonomic/dp/B0913DRNNC/ref=sr_1_55?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-55,https://m.media-amazon.com/images/I/61yorleTV+L._AC_UL320_.jpg,"₹2,499",₹949,1.6,7,04/05/2021
WeCool Mr.Bass W001 Snug Fit Metallic in Ear Earphone with Rich Bass and Surround Sound Earphones Wired Plus Carry Case(Black),https://www.amazon.in/Wecool-Earphone-Controller-Dynamic-Crystal/dp/B07HCDJ2CH/ref=sr_1_56?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-56,https://m.media-amazon.com/images/I/61JhpjxZPOL._AC_UL320_.jpg,₹999,₹279,3.6,"7,331",30/04/2021
boAt Bassheads 100 in Ear Wired Earphones with Mic(RCB Raging Red),https://www.amazon.in/Bassheads-100-Wired-Earphones-Raging/dp/B08PCZW4KH/ref=sr_1_57?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-57,https://m.media-amazon.com/images/I/61w5uC+pTpL._AC_UL320_.jpg,"₹1,499",₹349,4.1,"152,175",
boAt Airdopes 171 Bluetooth Truly Wireless Earbuds with Mic(Rose Gold),https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WN6N4G/ref=sr_1_58?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-58,https://m.media-amazon.com/images/I/71QlntVodhL._AC_UL320_.jpg,"₹5,999","₹1,499",3.9,"12,626",01/05/2021
"pTron Bassfest Plus Magnetic in-Ear Bluetooth 5.0 Wireless Headphones, Stereo Sound with Bass, IPX4 Water & Sweat Resistant, Voice Assistance, Ergonomic & Lightweight, Built-in Mic - (Black & Grey)",https://www.amazon.in/Bassfest-Plus-Headphones-Assistance-Lightweight/dp/B08HKY84KL/ref=sr_1_59?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-59,https://m.media-amazon.com/images/I/51uy2KIJgGL._AC_UL320_.jpg,"₹1,299",₹649,3.7,"4,973",30/04/2021
JBL C100SI In-Ear Headphones with Mic (Red),https://www.amazon.in/JBL-C100SI-Ear-Headphones-Mic/dp/B01DF26V7A/ref=sr_1_60?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-60,https://m.media-amazon.com/images/I/619lzVoSNUL._AC_UL320_.jpg,"₹1,299",₹699,4.0,"107,175",30/04/2021
"pTron Bassbuds Lite V2 In-Ear True Wireless Bluetooth 5.0 Headphones with HiFi Deep Bass, Total 20Hrs Playtime, Ergonomic Sweatproof Earbuds, Noise Isolation, Voice Assistance & Built-in Mic - (Black)",https://www.amazon.in/PTron-Bassbuds-Lite-Bluetooth-Headphones/dp/B081QXQVFM/ref=sr_1_61?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-61,https://m.media-amazon.com/images/I/51YMl+OstqL._AC_UL320_.jpg,"₹2,000",₹999,3.5,"19,675",05/05/2021
JBL C200SI by Harman Super Deep Bass in-Ear Premium Headphones with Mic (Mystic Blue),https://www.amazon.in/JBL-C200SI-Ear-Headphones-Mystic/dp/B07DFYJRQV/ref=sr_1_62?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-62,https://m.media-amazon.com/images/I/61JPsoOQ7zL._AC_UL320_.jpg,"₹1,499",₹849,4.1,"28,334",30/04/2021
"pTron Bassbuds Jets True Wireless Bluetooth 5.0 Headphones, Hi-Fi Audio, Deep Bass, Touch Control Earbuds, IPX4 Sweat/Splash Resistant, Voice Assistant, Built-in Mic & Digital Display Case - (Black)",https://www.amazon.in/Bassbuds-Jets-Bluetooth-Headphones-Resistant/dp/B08S1BCT5Q/ref=sr_1_63?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-63,https://m.media-amazon.com/images/I/61VFxsxJztL._AC_UL320_.jpg,"₹2,699","₹1,099",3.8,"2,703",30/04/2021
Marshall Minor II Bluetooth in-Ear Headphone (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A0707777P1F7WSJYM5F6&url=%2FMarshall-Minor-Bluetooth-Headphone-White%2Fdp%2FB07J2Q4ZJ7%2Fref%3Dsr_1_64_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737909%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-64-spons%26psc%3D1&qualifier=1619737909&id=7223611097312781&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/41cA7VQpv-L._AC_UL320_.jpg,"₹10,999","₹8,999",3.6,"1,499",
Marshall 4090939 Mode in-Ear Headphones (Black/White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A08570852HWXGBA98QLTO&url=%2FMarshall-4090939-Headphones-Black-White%2Fdp%2FB00OHVZTTK%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737909%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-65-spons%26psc%3D1&qualifier=1619737909&id=7223611097312781&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/61051v0pd5L._AC_UL320_.jpg,"₹4,499","₹2,774",4.0,881,30/04/2021
AIWA AT-X80E(White) True Wireless Stereo Earphone with Mic,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A077155826UD5BBR31SUV&url=%2FAT-X80E-White-Wireless-Stereo-Earphone%2Fdp%2FB0912394X7%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26linkCode%3Dsl2%26linkId%3Db0a5474764fa7adc602560fc3ecab951%26qid%3D1619737909%26rnid%3D1388921031%26s%3Delectronics%26sr%3D1-66-spons%26psc%3D1&qualifier=1619737909&id=7223611097312781&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/61v8FG83l2L._AC_UL320_.jpg,"₹3,350","₹1,999",1.0,2,30/04/2021
boAt Bassheads 100 in Ear Wired Earphones with Mic(White),https://www.amazon.in/boAt-BassHeads-100-Headphones-White/dp/B07234XXJF/ref=sr_1_67?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-67,https://m.media-amazon.com/images/I/71e1SSUhZeL._AC_UL320_.jpg,₹999,₹399,4.1,"152,175",30/04/2021
boAt Bassheads 152 in Ear Wired Earphones with Mic(Jazzy Blue),https://www.amazon.in/BassHeads-152-Secure-Braided-Earphones/dp/B07KY3K2YG/ref=sr_1_68?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-68,https://m.media-amazon.com/images/I/61V2lx8aLPL._AC_UL320_.jpg,"₹1,290",₹499,4.1,"32,972",30/04/2021
"pTron Pride Lite HBE (High Bass Earphones) in-Ear Wired Headphones with in-line Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Gray)",https://www.amazon.in/Pride-Lite-Headphones-Cancelling-Tangle-Free/dp/B08SFFS6CK/ref=sr_1_69?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-69,https://m.media-amazon.com/images/I/51RyH+nQGRL._AC_UL320_.jpg,₹899,₹249,3.9,"2,269",01/05/2021
"boAt Rockerz 335 Wireless Neckband with ASAP Charge, Up to 30H Playback, Qualcomm aptX & CVC, Enhanced Bass, Metal Control Board, IPX5, Type C Port, Bluetooth v5.0, Voice Assistant(Raging Red)",https://www.amazon.in/Rockerz-335-Wireless-Bluetooth-Assistant/dp/B08G5VMHBH/ref=sr_1_70?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-70,https://m.media-amazon.com/images/I/61cWtBjFdqL._AC_UL320_.jpg,"₹3,990","₹1,599",4.1,"10,945",30/04/2021
boAt Bassheads 102 in Ear Wired Earphones with Mic(Fiery Red),https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07SF1X921/ref=sr_1_71?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-71,https://m.media-amazon.com/images/I/61tdW6bS2zL._AC_UL320_.jpg,"₹1,290",₹399,4.2,"20,891",30/04/2021
"boAt BassHeads 225 in-Ear Wired Earphones with Super Extra Bass, Metallic Earbuds, Tangle-Free Cable, Gold Plated Angled Jack and Carry Case (Blue)",https://www.amazon.in/BassHeads-225-Headphones-Carrying-Case/dp/B07Q95M9QZ/ref=sr_1_72?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&smid=A14CZOWI0VEHLG&sr=1-72,https://m.media-amazon.com/images/I/61TRiUGmsLL._AC_UL320_.jpg,"₹1,290",₹549,4.0,"146,522",01/05/2021
boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08H9Z3XQW/ref=sr_1_73?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-73,https://m.media-amazon.com/images/I/61eTnFwlbOL._AC_UL320_.jpg,"₹1,490",₹549,4.1,"33,226",01/05/2021
"pTron Bassbuds Plus True Wireless Bluetooth 5.0 Headphones with Deep Bass, Made in India, IPX4 Water/Sweat Resistant, Passive Noise Canceling Earbuds, Digital Display Case & Built-in HD Mic - (Black)",https://www.amazon.in/Bassbuds-Plus-Bluetooth-Headphones-Resistant/dp/B08S19YC6H/ref=sr_1_74?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-74,https://m.media-amazon.com/images/I/61PRAZMNyUL._AC_UL320_.jpg,"₹2,499",₹999,3.8,"2,703",30/04/2021
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Low Latency Gaming Earbuds, Touch Control, IPX4 Water/Sweat Resistance & Earphones with Built-in Mic - (Black)",https://www.amazon.in/Bassbuds-Pro-Bluetooth-Headphones-Resistance/dp/B08S16DMFH/ref=sr_1_75?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-75,https://m.media-amazon.com/images/I/51nNCWUig2L._AC_UL320_.jpg,"₹2,999","₹1,299",3.8,"4,265",30/04/2021
realme Buds Wireless in-Ear Bluetooth with mic (Yellow),https://www.amazon.in/realme-RMA108-Realme-Buds-Wireless/dp/B07XJWTYM2/ref=sr_1_76?dchild=1&linkCode=sl2&linkId=b0a5474764fa7adc602560fc3ecab951&qid=1619737909&rnid=1388921031&s=electronics&sr=1-76,https://m.media-amazon.com/images/I/61e9td4-rjL._AC_UL320_.jpg,"₹1,890","₹1,799",4.1,"47,011",30/04/2021
